epoch, loss, accuracy
164, 0.9743, 0.5
165, 0.9743, 0.5
166, 0.9743, 0.5
167, 0.9743, 0.5
168, 0.9743, 0.5
169, 0.9743, 0.5
170, 0.9743, 0.5
171, 0.9743, 0.5
172, 0.9743, 0.5
173, 0.9743, 0.5
174, 0.9743, 0.5
175, 0.9743, 0.5
176, 0.9743, 0.5
177, 0.9743, 0.5
178, 0.9743, 0.5
179, 0.9743, 0.5
180, 0.9743, 0.5
181, 0.9743, 0.5
182, 0.9743, 0.5
183, 0.9743, 0.5
184, 0.9743, 0.5
185, 0.9743, 0.5
186, 0.9743, 0.5
187, 0.9743, 0.5
188, 0.9743, 0.5
189, 0.9743, 0.5
190, 0.9743, 0.5
191, 0.9743, 0.5
192, 0.9743, 0.5
193, 0.9743, 0.5
194, 0.9743, 0.5
195, 0.9743, 0.5
196, 0.9743, 0.5
197, 0.9743, 0.5
198, 0.9743, 0.5
199, 0.9743, 0.5
200, 0.9743, 0.5
201, 0.9743, 0.5
202, 0.9743, 0.5
203, 0.9743, 0.5
204, 0.9743, 0.5
205, 0.9743, 0.5
206, 0.9743, 0.5
207, 0.9743, 0.5
208, 0.9743, 0.5
209, 0.9743, 0.5
210, 0.9743, 0.5
211, 0.9743, 0.5
212, 0.9743, 0.5
213, 0.9743, 0.5
214, 0.9743, 0.5
215, 0.9743, 0.5
216, 0.9743, 0.5
217, 0.9743, 0.5
218, 0.9743, 0.5
219, 0.9743, 0.5
220, 0.9743, 0.5
221, 0.9743, 0.5
222, 0.9743, 0.5
223, 0.9743, 0.5
224, 0.9743, 0.5
225, 0.9743, 0.5
226, 0.9743, 0.5
227, 0.9743, 0.5
228, 0.9743, 0.5
229, 0.9743, 0.5
230, 0.9743, 0.5
231, 0.9743, 0.5
232, 0.9743, 0.5
233, 0.9743, 0.5
234, 0.9743, 0.5
235, 0.9743, 0.5
236, 0.9743, 0.5
237, 0.9743, 0.5
238, 0.9743, 0.5
239, 0.9743, 0.5
240, 0.9743, 0.5
241, 0.9743, 0.5
242, 0.9743, 0.5
243, 0.9743, 0.5
244, 0.9743, 0.5
245, 0.9743, 0.5
246, 0.9743, 0.5
247, 0.9743, 0.5
248, 0.9743, 0.5
249, 0.9743, 0.5
250, 0.9743, 0.5
251, 0.9743, 0.5
252, 0.9743, 0.5
253, 0.9743, 0.5
254, 0.9743, 0.5
255, 0.9743, 0.5
256, 0.9743, 0.5
257, 0.9743, 0.5
258, 0.9743, 0.5
259, 0.9743, 0.5
260, 0.9743, 0.5
261, 0.9743, 0.5
262, 0.9743, 0.5
263, 0.9743, 0.5
264, 0.9743, 0.5
265, 0.9743, 0.5
266, 0.9743, 0.5
267, 0.9743, 0.5
268, 0.9743, 0.5
269, 0.9743, 0.5
270, 0.9743, 0.5
271, 0.9743, 0.5
272, 0.9743, 0.5
273, 0.9743, 0.5
274, 0.9743, 0.5
275, 0.9743, 0.5
276, 0.9743, 0.5
277, 0.9743, 0.5
278, 0.9743, 0.5
279, 0.9743, 0.5
280, 0.9743, 0.5
281, 0.9743, 0.5
282, 0.9743, 0.5
283, 0.9743, 0.5
284, 0.9743, 0.5
285, 0.9743, 0.5
286, 0.9743, 0.5
287, 0.9743, 0.5
288, 0.9743, 0.5
289, 0.9743, 0.5
290, 0.9743, 0.5
291, 0.9743, 0.5
292, 0.9743, 0.5
293, 0.9743, 0.5
294, 0.9743, 0.5
295, 0.9743, 0.5
296, 0.9743, 0.5
297, 0.9743, 0.5
298, 0.9743, 0.5
299, 0.9743, 0.5
300, 0.9743, 0.5
301, 0.9743, 0.5
302, 0.9743, 0.5
303, 0.9743, 0.5
304, 0.9743, 0.5
305, 0.9743, 0.5
306, 0.9743, 0.5
307, 0.9743, 0.5
308, 0.9743, 0.5
309, 0.9743, 0.5
310, 0.9743, 0.5
311, 0.9743, 0.5
312, 0.9743, 0.5
313, 0.9743, 0.5
314, 0.9743, 0.5
315, 0.9743, 0.5
316, 0.9743, 0.5
317, 0.9743, 0.5
318, 0.9743, 0.5
319, 0.9743, 0.5
320, 0.9743, 0.5
321, 0.9743, 0.5
322, 0.9743, 0.5
323, 0.9743, 0.5
324, 0.9743, 0.5
325, 0.9743, 0.5
326, 0.9743, 0.5
327, 0.9743, 0.5
328, 0.9743, 0.5
329, 0.9743, 0.5
330, 0.9743, 0.5
331, 0.9743, 0.5
332, 0.9743, 0.5
333, 0.9743, 0.5
334, 0.9743, 0.5
335, 0.9743, 0.5
336, 0.9743, 0.5
337, 0.9743, 0.5
338, 0.9743, 0.5
339, 0.9743, 0.5
340, 0.9743, 0.5
341, 0.9743, 0.5
342, 0.9743, 0.5
343, 0.9743, 0.5
344, 0.9743, 0.5
345, 0.9743, 0.5
346, 0.9743, 0.5
347, 0.9743, 0.5
348, 0.9743, 0.5
349, 0.9743, 0.5
350, 0.9743, 0.5
351, 0.9743, 0.5
352, 0.9743, 0.5
353, 0.9743, 0.5
354, 0.9743, 0.5
355, 0.9743, 0.5
356, 0.9743, 0.5
357, 0.9743, 0.5
358, 0.9743, 0.5
359, 0.9743, 0.5
360, 0.9743, 0.5
361, 0.9743, 0.5
362, 0.9743, 0.5
363, 0.9743, 0.5
364, 0.9743, 0.5
365, 0.9743, 0.5
366, 0.9743, 0.5
367, 0.9743, 0.5
368, 0.9743, 0.5
369, 0.9743, 0.5
370, 0.9743, 0.5
371, 0.9743, 0.5
372, 0.9743, 0.5
373, 0.9743, 0.5
374, 0.9743, 0.5
375, 0.9743, 0.5
376, 0.9743, 0.5
377, 0.9743, 0.5
378, 0.9743, 0.5
379, 0.9743, 0.5
380, 0.9743, 0.5
381, 0.9743, 0.5
382, 0.9743, 0.5
383, 0.9743, 0.5
384, 0.9743, 0.5
385, 0.9743, 0.5
386, 0.9743, 0.5
387, 0.9743, 0.5
388, 0.9743, 0.5
389, 0.9743, 0.5
390, 0.9743, 0.5
391, 0.9743, 0.5
392, 0.9743, 0.5
393, 0.9743, 0.5
394, 0.9743, 0.5
395, 0.9743, 0.5
396, 0.9743, 0.5
397, 0.9743, 0.5
398, 0.9743, 0.5
399, 0.9743, 0.5
400, 0.9743, 0.5
401, 0.9743, 0.5
402, 0.9743, 0.5
403, 0.9743, 0.5
404, 0.9743, 0.5
405, 0.9743, 0.5
406, 0.9743, 0.5
407, 0.9743, 0.5
408, 0.9743, 0.5
409, 0.9743, 0.5
410, 0.9743, 0.5
411, 0.9743, 0.5
412, 0.9743, 0.5
413, 0.9743, 0.5
414, 0.9743, 0.5
415, 0.9743, 0.5
416, 0.9743, 0.5
417, 0.9743, 0.5
418, 0.9743, 0.5
419, 0.9743, 0.5
420, 0.9743, 0.5
421, 0.9743, 0.5
422, 0.9743, 0.5
423, 0.9743, 0.5
424, 0.9743, 0.5
425, 0.9743, 0.5
426, 0.9743, 0.5
427, 0.9743, 0.5
428, 0.9743, 0.5
429, 0.9743, 0.5
430, 0.9743, 0.5
431, 0.9743, 0.5
432, 0.9743, 0.5
433, 0.9743, 0.5
434, 0.9743, 0.5
435, 0.9743, 0.5
436, 0.9743, 0.5
437, 0.9743, 0.5
438, 0.9743, 0.5
439, 0.9743, 0.5
440, 0.9743, 0.5
441, 0.9743, 0.5
442, 0.9743, 0.5
443, 0.9743, 0.5
444, 0.9743, 0.5
445, 0.9743, 0.5
446, 0.9743, 0.5
447, 0.9743, 0.5
448, 0.9743, 0.5
449, 0.9743, 0.5
450, 0.9743, 0.5
451, 0.9743, 0.5
452, 0.9743, 0.5
453, 0.9743, 0.5
454, 0.9743, 0.5
455, 0.9743, 0.5
456, 0.9743, 0.5
457, 0.9743, 0.5
458, 0.9743, 0.5
459, 0.9743, 0.5
460, 0.9743, 0.5
461, 0.9743, 0.5
462, 0.9743, 0.5
463, 0.9743, 0.5
464, 0.9743, 0.5
465, 0.9743, 0.5
466, 0.9743, 0.5
467, 0.9743, 0.5
468, 0.9743, 0.5
469, 0.9743, 0.5
470, 0.9743, 0.5
471, 0.9743, 0.5
472, 0.9743, 0.5
473, 0.9743, 0.5
474, 0.9743, 0.5
475, 0.9743, 0.5
476, 0.9743, 0.5
477, 0.9743, 0.5
478, 0.9743, 0.5
479, 0.9743, 0.5
480, 0.9743, 0.5
481, 0.9743, 0.5
482, 0.9743, 0.5
483, 0.9743, 0.5
484, 0.9743, 0.5
485, 0.9743, 0.5
486, 0.9743, 0.5
487, 0.9743, 0.5
488, 0.9743, 0.5
489, 0.9743, 0.5
490, 0.9743, 0.5
491, 0.9743, 0.5
492, 0.9743, 0.5
493, 0.9743, 0.5
494, 0.9743, 0.5
495, 0.9743, 0.5
496, 0.9743, 0.5
497, 0.9743, 0.5
498, 0.9743, 0.5
499, 0.9743, 0.5
500, 0.9743, 0.5
501, 0.8803, 0.4688
