epoch, loss, accuracy
1, 0.4987, 0.7563
2, 0.4022, 0.9062
3, 0.3331, 0.8188
4, 0.3221, 0.75
5, 0.3021, 0.8687
6, 0.273, 0.9688
7, 0.2387, 0.9625
8, 0.2361, 0.9312
9, 0.211, 0.9937
10, 0.2022, 1.0
11, 0.1891, 1.0
12, 0.1753, 0.9937
13, 0.1668, 1.0
14, 0.16, 1.0
15, 0.1534, 1.0
16, 0.1478, 1.0
17, 0.1422, 1.0
18, 0.1372, 1.0
19, 0.1324, 1.0
20, 0.1279, 1.0
21, 0.1237, 1.0
22, 0.1197, 1.0
23, 0.116, 1.0
24, 0.1124, 1.0
25, 0.1091, 1.0
26, 0.1059, 1.0
27, 0.1028, 1.0
28, 0.1, 1.0
29, 0.0972, 1.0
30, 0.0946, 1.0
31, 0.0921, 1.0
32, 0.0897, 1.0
33, 0.0875, 1.0
34, 0.0853, 1.0
35, 0.0832, 1.0
36, 0.0812, 1.0
37, 0.0793, 1.0
38, 0.0775, 1.0
39, 0.0757, 1.0
40, 0.074, 1.0
41, 0.0724, 1.0
42, 0.0709, 1.0
43, 0.0694, 1.0
44, 0.0679, 1.0
45, 0.0665, 1.0
46, 0.0652, 1.0
47, 0.0639, 1.0
48, 0.0626, 1.0
49, 0.0614, 1.0
50, 0.0603, 1.0
51, 0.0592, 1.0
52, 0.0581, 1.0
53, 0.057, 1.0
54, 0.056, 1.0
55, 0.055, 1.0
56, 0.0541, 1.0
57, 0.0531, 1.0
58, 0.0522, 1.0
59, 0.0514, 1.0
60, 0.0505, 1.0
61, 0.0497, 1.0
62, 0.0489, 1.0
63, 0.0481, 1.0
64, 0.0474, 1.0
65, 0.0467, 1.0
66, 0.0459, 1.0
67, 0.0453, 1.0
68, 0.0446, 1.0
69, 0.0439, 1.0
70, 0.0433, 1.0
71, 0.0427, 1.0
72, 0.0421, 1.0
73, 0.0415, 1.0
74, 0.0409, 1.0
75, 0.0403, 1.0
76, 0.0398, 1.0
77, 0.0393, 1.0
78, 0.0387, 1.0
79, 0.0382, 1.0
80, 0.0377, 1.0
81, 0.0372, 1.0
82, 0.0368, 1.0
83, 0.0363, 1.0
84, 0.0358, 1.0
85, 0.0354, 1.0
86, 0.035, 1.0
87, 0.0345, 1.0
88, 0.0341, 1.0
89, 0.0337, 1.0
90, 0.0333, 1.0
91, 0.0329, 1.0
92, 0.0326, 1.0
93, 0.0322, 1.0
94, 0.0318, 1.0
95, 0.0315, 1.0
96, 0.0311, 1.0
97, 0.0308, 1.0
98, 0.0304, 1.0
99, 0.0301, 1.0
100, 0.0298, 1.0
101, 0.0294, 1.0
102, 0.0291, 1.0
103, 0.0288, 1.0
104, 0.0285, 1.0
105, 0.0282, 1.0
106, 0.0279, 1.0
107, 0.0276, 1.0
108, 0.0274, 1.0
109, 0.0271, 1.0
110, 0.0268, 1.0
111, 0.0265, 1.0
112, 0.0263, 1.0
113, 0.026, 1.0
114, 0.0258, 1.0
115, 0.0255, 1.0
116, 0.0253, 1.0
117, 0.025, 1.0
118, 0.0248, 1.0
119, 0.0246, 1.0
120, 0.0243, 1.0
121, 0.0241, 1.0
122, 0.0239, 1.0
123, 0.0237, 1.0
124, 0.0235, 1.0
125, 0.0232, 1.0
126, 0.023, 1.0
127, 0.0228, 1.0
128, 0.0226, 1.0
129, 0.0224, 1.0
130, 0.0222, 1.0
131, 0.022, 1.0
132, 0.0219, 1.0
133, 0.0217, 1.0
134, 0.0215, 1.0
135, 0.0213, 1.0
136, 0.0211, 1.0
137, 0.0209, 1.0
138, 0.0208, 1.0
139, 0.0206, 1.0
140, 0.0204, 1.0
141, 0.0203, 1.0
142, 0.0201, 1.0
143, 0.0199, 1.0
144, 0.0198, 1.0
145, 0.0196, 1.0
146, 0.0194, 1.0
147, 0.0193, 1.0
148, 0.0191, 1.0
149, 0.019, 1.0
150, 0.0188, 1.0
151, 0.0187, 1.0
152, 0.0185, 1.0
153, 0.0184, 1.0
154, 0.0183, 1.0
155, 0.0181, 1.0
156, 0.018, 1.0
157, 0.0179, 1.0
158, 0.0177, 1.0
159, 0.0176, 1.0
160, 0.0175, 1.0
161, 0.0173, 1.0
162, 0.0172, 1.0
163, 0.0171, 1.0
164, 0.0169, 1.0
165, 0.0168, 1.0
166, 0.0167, 1.0
167, 0.0166, 1.0
168, 0.0165, 1.0
169, 0.0163, 1.0
170, 0.0162, 1.0
171, 0.0161, 1.0
172, 0.016, 1.0
173, 0.0159, 1.0
174, 0.0158, 1.0
175, 0.0157, 1.0
176, 0.0156, 1.0
177, 0.0154, 1.0
178, 0.0153, 1.0
179, 0.0152, 1.0
180, 0.0151, 1.0
181, 0.015, 1.0
182, 0.0149, 1.0
183, 0.0148, 1.0
184, 0.0147, 1.0
185, 0.0146, 1.0
186, 0.0145, 1.0
187, 0.0144, 1.0
188, 0.0143, 1.0
189, 0.0142, 1.0
190, 0.0142, 1.0
191, 0.0141, 1.0
192, 0.014, 1.0
193, 0.0139, 1.0
194, 0.0138, 1.0
195, 0.0137, 1.0
196, 0.0136, 1.0
197, 0.0135, 1.0
198, 0.0134, 1.0
199, 0.0134, 1.0
200, 0.0133, 1.0
201, 0.0132, 1.0
202, 0.0131, 1.0
203, 0.013, 1.0
204, 0.0129, 1.0
205, 0.0129, 1.0
206, 0.0128, 1.0
207, 0.0127, 1.0
208, 0.0126, 1.0
209, 0.0125, 1.0
210, 0.0125, 1.0
211, 0.0124, 1.0
212, 0.0123, 1.0
213, 0.0122, 1.0
214, 0.0122, 1.0
215, 0.0121, 1.0
216, 0.012, 1.0
217, 0.012, 1.0
218, 0.0119, 1.0
219, 0.0118, 1.0
220, 0.0117, 1.0
221, 0.0117, 1.0
222, 0.0116, 1.0
223, 0.0115, 1.0
224, 0.0115, 1.0
225, 0.0114, 1.0
226, 0.0113, 1.0
227, 0.0113, 1.0
228, 0.0112, 1.0
229, 0.0111, 1.0
230, 0.0111, 1.0
231, 0.011, 1.0
232, 0.011, 1.0
233, 0.0109, 1.0
234, 0.0108, 1.0
235, 0.0108, 1.0
236, 0.0107, 1.0
237, 0.0106, 1.0
238, 0.0106, 1.0
239, 0.0105, 1.0
240, 0.0105, 1.0
241, 0.0104, 1.0
242, 0.0104, 1.0
243, 0.0103, 1.0
244, 0.0102, 1.0
245, 0.0102, 1.0
246, 0.0101, 1.0
247, 0.0101, 1.0
248, 0.01, 1.0
249, 0.01, 1.0
250, 0.0099, 1.0
251, 0.0099, 1.0
252, 0.0098, 1.0
253, 0.0098, 1.0
254, 0.0097, 1.0
255, 0.0097, 1.0
256, 0.0096, 1.0
257, 0.0095, 1.0
258, 0.0095, 1.0
259, 0.0094, 1.0
260, 0.0094, 1.0
261, 0.0093, 1.0
262, 0.0093, 1.0
263, 0.0093, 1.0
264, 0.0092, 1.0
265, 0.0092, 1.0
266, 0.0091, 1.0
267, 0.0091, 1.0
